EmployeeKey,ParentEmployeeKey,EmpNatIDAltKey,ParentEmpNatIDAltKey,SalesTerritoryKey,FirstName,LastName,MiddleName,NameStyle,Title,HireDate,BirthDate,LoginID,EmailAddress,Phone,MaritalStatus,EmergencyContactName,EmergencyContactPhone,SalariedFlag,Gender,PayFrequency,BaseRate,VacationHours,SickLeaveHours,CurrentFlag,SalesPersonFlag,DepartmentName,StartDate,EndDate,Status,EmployeePhoto
175,188,860123571,NULL,11,David,Lawrence,Oliver,0,Production Technician - WC30,2008-09-14,1985-04-23,adventure-works\david7,david7@adventure-works.com,118-555-0177,M,David Lawrence,118-555-0177,0,M,1,9.5000,29,34,1,0,Production,2008-09-14,NULL,Current,0x89504E470D00x8DA7D5A563E
176,89,273260055,NULL,11,Baris,Cetinok,F,0,Production Technician - WC40,2008-09-15,1990-05-07,adventure-works\baris0,baris0@adventure-works.com,164-555-0114,S,Baris Cetinok,164-555-0114,0,M,1,15.0000,72,56,1,0,Production,2008-09-15,NULL,Current,0xFFD8FFE00010x8B3E22259A1
177,23,578935259,NULL,11,Michael,Ray,Sean,0,Production Supervisor - WC30,2008-09-15,1988-08-29,adventure-works\michael3,michael3@adventure-works.com,156-555-0199,S,Michael Ray,156-555-0199,0,M,2,25.0000,70,55,1,0,Production,2008-09-15,NULL,Current,0xFFD8FFE00010x80CBFC8F93E
178,20,752513276,NULL,11,Steve,Masters,F,0,Production Technician - WC60,2008-09-15,1990-11-04,adventure-works\steve0,steve0@adventure-works.com,712-555-0170,S,Steve Masters,712-555-0170,0,M,1,12.4500,31,35,1,0,Production,2008-09-15,NULL,Current,0xFFD8FFE00010x80FF0022BB6
179,18,754372876,NULL,11,Suchitra,Mohan,O,0,Production Technician - WC60,2008-09-16,1987-01-08,adventure-works\suchitra0,suchitra0@adventure-works.com,753-555-0129,M,Suchitra Mohan,753-555-0129,0,F,1,12.4500,15,27,1,0,Production,2008-09-16,NULL,Current,0xFFD8FFE00010x5DD7164A5CA
180,44,58317344,NULL,11,Karen,Berg,A,0,Application Specialist,2008-09-16,1977-12-17,adventure-works\karen1,karen1@adventure-works.com,654-555-0177,S,Karen Berg,654-555-0177,1,F,2,27.4038,74,57,1,0,Information Services,2008-09-16,NULL,Current,0xFFD8FFE00010xAD12768654C
181,147,404159499,NULL,11,Terrence,Earls,W,0,Production Technician - WC20,2008-09-16,1984-07-08,adventure-works\terrence0,terrence0@adventure-works.com,110-555-0115,S,Terrence Earls,110-555-0115,0,M,1,14.0000,13,26,1,0,Production,2008-09-16,NULL,Current,0xFFD8FFE00010xEE23200E73F
182,142,363910111,NULL,11,Barbara,Moreland,C,0,Accountant,2008-09-18,1975-08-04,adventure-works\barbara1,barbara1@adventure-works.com,822-555-0145,M,Barbara Moreland,822-555-0145,1,F,2,26.4423,58,49,1,0,Finance,2008-09-18,NULL,Current,0xFFD8FFE00010x503D7691982
183,40,599942664,NULL,11,Chad,Niswonger,W,0,Production Technician - WC50,2008-09-18,1990-03-04,adventure-works\chad0,chad0@adventure-works.com,559-555-0175,M,Chad Niswonger,559-555-0175,0,M,1,11.0000,99,69,1,0,Production,2008-09-18,NULL,Current,0xFFD8FFE00010x493D8715E59
184,138,993310268,NULL,11,Rostislav,Shabalin,E,0,Production Technician - WC30,2008-09-19,1977-04-13,adventure-works\rostislav0,rostislav0@adventure-works.com,751-555-0134,M,Rostislav Shabalin,751-555-0134,0,M,1,9.5000,40,40,1,0,Production,2008-09-19,NULL,Current,0xFFD8FFE00010xF7327C27E14
185,201,20244403,NULL,11,Belinda,Newman,M,0,Production Technician - WC45,2008-09-20,1974-10-15,adventure-works\belinda0,belinda0@adventure-works.com,319-555-0126,S,Belinda Newman,319-555-0126,0,F,1,10.0000,83,61,1,0,Production,2008-09-20,NULL,Current,0xFFD8FFE00010x09202B762BB
186,23,862951447,NULL,11,Katie,McAskill-White,L,0,Production Supervisor - WC20,2008-09-20,1984-06-18,adventure-works\katie0,katie0@adventure-works.com,809-555-0133,S,Katie McAskill-White,809-555-0133,0,F,2,25.0000,42,41,1,0,Production,2008-09-20,NULL,Current,0xFFD8FFE00010x92EC3192296
187,188,551346974,NULL,11,Russell,King,M,0,Production Technician - WC30,2008-09-21,1981-09-11,adventure-works\russell1,russell1@adventure-works.com,517-555-0122,M,Russell King,517-555-0122,0,M,1,9.5000,24,32,1,0,Production,2008-09-21,NULL,Current,0xFFD8FFE00010x3D7F3AE92E6
188,23,60114406,NULL,11,Jack,Richins,S,0,Production Supervisor - WC30,2008-09-21,1983-01-20,adventure-works\jack0,jack0@adventure-works.com,552-555-0111,S,Jack Richins,552-555-0111,0,M,2,25.0000,68,54,1,0,Production,2008-09-21,NULL,Current,0xFFD8FFE00010x9ED25C1178A
189,23,33237992,NULL,11,Andrew,Hill,R,0,Production Supervisor - WC10,2008-09-22,1988-04-06,adventure-works\andrew0,andrew0@adventure-works.com,908-555-0159,S,Andrew Hill,908-555-0159,0,M,2,25.0000,65,52,1,0,Production,2008-09-22,NULL,Current,0xFFD8FFE00010xC3F8270C442
190,89,1300049,NULL,11,Nicole,Holliday,B,0,Production Technician - WC40,2008-09-22,1985-11-07,adventure-works\nicole0,nicole0@adventure-works.com,508-555-0129,M,Nicole Holliday,508-555-0129,0,F,1,15.0000,67,53,1,0,Production,2008-09-22,NULL,Current,0xFFD8FFE00010x72792080338
191,16,10708100,NULL,11,Frank,Miller,T,0,Production Technician - WC50,2008-09-23,1971-02-21,adventure-works\frank1,frank1@adventure-works.com,167-555-0139,S,Frank Miller,167-555-0139,0,M,1,11.0000,10,25,1,0,Production,2008-09-23,NULL,Current,0xFFD8FFE00010x36F12C102A2
192,154,672243793,NULL,11,Peter,Connelly,I,0,Network Administrator,2008-09-23,1979-12-27,adventure-works\peter1,peter1@adventure-works.com,310-555-0133,S,Peter Connelly,310-555-0133,0,M,2,32.4519,69,54,1,0,Information Services,2008-09-23,NULL,Current,0xFFD8FFE00010x208C715AFF0
193,111,63761469,NULL,11,Anibal,Sousa,T,0,Production Technician - WC20,2008-09-23,1974-04-05,adventure-works\anibal0,anibal0@adventure-works.com,106-555-0120,S,Anibal Sousa,106-555-0120,0,F,1,14.0000,8,24,1,0,Production,2008-09-23,NULL,Current,0xFFD8FFE00010x6FFF000549D
194,214,693168613,NULL,11,Ken,Myer,L,0,Production Technician - WC40,2008-09-24,1980-12-26,adventure-works\ken1,ken1@adventure-works.com,949-555-0174,M,Ken Myer,949-555-0174,0,M,1,15.0000,51,45,1,0,Production,2008-09-24,NULL,Current,0xFFD8FFE00010x096036990A9
195,32,476980013,NULL,11,Grant,Culbertson,N,0,Human Resources Administrative Assistant,2008-09-25,1975-11-15,adventure-works\grant0,grant0@adventure-works.com,955-555-0131,S,Grant Culbertson,955-555-0131,0,M,2,13.9423,53,46,1,0,Human Resources,2008-09-25,NULL,Current,0xFFD8FFE00010xAF780E4C2C8
196,40,334834274,NULL,11,Michael,Entin,T,0,Production Technician - WC50,2008-09-25,1989-01-13,adventure-works\michael4,michael4@adventure-works.com,817-555-0186,S,Michael Entin,817-555-0186,0,M,1,11.0000,94,67,1,0,Production,2008-09-25,NULL,Current,0xFFD8FFE00010xD4C9D6CECED
197,163,399658727,NULL,11,Lionel,Penuchot,C,0,Production Technician - WC45,2008-09-26,1987-10-13,adventure-works\lionel0,lionel0@adventure-works.com,450-555-0152,S,Lionel Penuchot,450-555-0152,0,M,1,10.0000,78,59,1,0,Production,2008-09-26,NULL,Current,0xFFD8FFE00010x1ACEE755921
198,9,500412746,NULL,11,Thomas,Michaels,R,0,Production Technician - WC60,2008-09-26,1985-08-10,adventure-works\thomas0,thomas0@adventure-works.com,278-555-0118,M,Thomas Michaels,278-555-0118,0,M,1,12.4500,37,38,1,0,Production,2008-09-26,NULL,Current,0xFFD8FFE00010xBC5BA5A939D
199,87,652779496,NULL,11,Jimmy,Bischoff,T,0,Stocker,2008-09-26,1990-06-01,adventure-works\jimmy0,jimmy0@adventure-works.com,927-555-0168,M,Jimmy Bischoff,927-555-0168,0,M,1,9.0000,96,68,1,0,Shipping and Receiving,2008-09-26,NULL,Current,0xFFD8FFE00010x224E3231957
200,138,878395493,NULL,11,Michael,Vanderhyde,T,0,Production Technician - WC30,2008-09-26,1982-04-18,adventure-works\michael5,michael5@adventure-works.com,296-555-0121,M,Michael Vanderhyde,296-555-0121,0,M,1,9.5000,35,37,1,0,Production,2008-09-26,NULL,Current,0xFFD8FFE00010xFD7393B1535
201,23,332349500,NULL,11,Lori,Kane,A,0,Production Supervisor - WC45,2008-09-26,1980-02-16,adventure-works\lori0,lori0@adventure-works.com,289-555-0196,S,Lori Kane,289-555-0196,0,F,2,25.0000,76,58,1,0,Production,2008-09-26,NULL,Current,0xFFD8FFE00010xE2EFDA13E16
202,278,792847334,NULL,11,Arvind,Rao,B,0,Buyer,2008-09-28,1974-03-21,adventure-works\arvind0,arvind0@adventure-works.com,848-555-0163,M,Arvind Rao,848-555-0163,0,M,2,18.2692,60,50,1,0,Purchasing,2008-09-28,NULL,Current,0xFFD8FFE00010x16407F4A5BF
203,186,621932914,NULL,11,Stefen,Hesse,A,0,Production Technician - WC20,2008-09-28,1975-07-21,adventure-works\stefen0,stefen0@adventure-works.com,165-555-0113,S,Stefen Hesse,165-555-0113,0,M,1,14.0000,19,29,1,0,Production,2008-09-28,NULL,Current,0xFFD8FFE00010x68C9C3346C4
204,23,398223854,NULL,11,Hazem,Abolrous,E,0,Quality Assurance Manager,2008-09-28,1977-05-26,adventure-works\hazem0,hazem0@adventure-works.com,869-555-0125,S,Hazem Abolrous,869-555-0125,1,M,2,28.8462,80,60,1,0,Quality Assurance,2008-09-28,NULL,Current,0xFFD8FFE00010x49F335A7534
205,142,519756660,NULL,11,Janet,Sheperdigian,L,0,Accounts Payable Specialist,2008-09-29,1978-10-07,adventure-works\janet0,janet0@adventure-works.com,393-555-0186,M,Janet Sheperdigian,393-555-0186,0,F,2,19.0000,64,52,1,0,Finance,2008-09-29,NULL,Current,0xFFD8FFE00010x9F07C659E2A
206,76,912141525,NULL,11,Elizabeth,Keyser,I,0,Production Technician - WC50,2008-09-30,1989-08-25,adventure-works\elizabeth0,elizabeth0@adventure-works.com,318-555-0137,M,Elizabeth Keyser,318-555-0137,0,F,1,11.0000,5,22,1,0,Production,2008-09-30,NULL,Current,0xFFD8FFE00010x5F7BFED34FA
207,7,243322160,NULL,11,Terry,Eminhizer,J,0,Marketing Specialist,2008-09-30,1985-09-04,adventure-works\terry0,terry0@adventure-works.com,138-555-0118,M,Terry Eminhizer,138-555-0118,0,M,2,14.4231,44,42,1,0,Marketing,2008-09-30,NULL,Current,0xFFD8FFE00010x13CB7363E25
208,188,568626529,NULL,11,John,Frum,N,0,Production Technician - WC30,2008-10-01,1981-10-22,adventure-works\john3,john3@adventure-works.com,663-555-0172,S,John Frum,663-555-0172,0,M,1,9.5000,27,33,1,0,Production,2008-10-01,NULL,Current,0xFFD8FFE00010x00145145001
209,177,301435199,NULL,11,Merav,Netz,A,0,Production Technician - WC30,2008-10-01,1982-12-11,adventure-works\merav0,merav0@adventure-works.com,224-555-0187,M,Merav Netz,224-555-0187,0,F,1,9.5000,46,43,1,0,Production,2008-10-01,NULL,Current,0xFFD8FFE00010x3F98BA74936
210,46,368691270,NULL,11,Brian,LaMee,P,0,Scheduling Assistant,2008-10-01,1984-03-11,adventure-works\brian1,brian1@adventure-works.com,313-555-0196,M,Brian LaMee,313-555-0196,0,M,2,16.0000,48,44,1,0,Production Control,2008-10-01,NULL,Current,0xFFD8FFE00010x367D8D79B5D
211,40,211789056,NULL,11,Kitti,Lertpiriyasuwat,H,0,Production Technician - WC50,2008-10-02,1987-01-04,adventure-works\kitti0,kitti0@adventure-works.com,785-555-0132,S,Kitti Lertpiriyasuwat,785-555-0132,0,F,1,11.0000,89,64,1,0,Production,2008-10-02,NULL,Current,0xFFD8FFE00010xEFF526A5550
212,20,63179277,NULL,11,Jay,Adams,G,0,Production Technician - WC60,2008-10-03,1975-09-11,adventure-works\jay0,jay0@adventure-works.com,407-555-0165,S,Jay Adams,407-555-0165,0,M,1,12.4500,32,36,1,0,Production,2008-10-03,NULL,Current,0xFFD8FFE00010x65666768696
213,188,587567941,NULL,11,Jan,Miksovsky,S,0,Production Technician - WC30,2008-10-03,1974-06-15,adventure-works\jan0,jan0@adventure-works.com,139-555-0131,S,Jan Miksovsky,139-555-0131,0,M,1,9.5000,30,35,1,0,Production,2008-10-03,NULL,Current,0xFFD8FFE00010x7FC0EBE573A
214,23,634335025,NULL,11,Brenda,Diaz,M,0,Production Supervisor - WC40,2008-10-03,1982-09-28,adventure-works\brenda0,brenda0@adventure-works.com,142-555-0139,M,Brenda Diaz,142-555-0139,0,F,2,25.0000,71,55,1,0,Production,2008-10-03,NULL,Current,0xFFD8FFE00010xA8DC3D4939A
215,126,65848458,NULL,11,Andrew,Cencini,M,0,Production Technician - WC45,2008-10-04,1988-04-24,adventure-works\andrew1,andrew1@adventure-works.com,207-555-0192,S,Andrew Cencini,207-555-0192,0,M,1,10.0000,73,56,1,0,Production,2008-10-04,NULL,Current,0xFFD8FFE00010xDA4FAE7E53D
216,92,260805477,NULL,11,Chris,Norred,K,0,Control Specialist,2008-10-04,1986-12-24,adventure-works\chris1,chris1@adventure-works.com,575-555-0126,M,Chris Norred,575-555-0126,0,M,2,16.8269,75,57,1,0,Document Control,2008-10-04,NULL,Current,0xFFD8FFE00010x18C6467207E
217,18,442121106,NULL,11,Chris,Okelberry,O,0,Production Technician - WC60,2008-10-05,1986-03-07,adventure-works\chris2,chris2@adventure-works.com,315-555-0144,S,Chris Okelberry,315-555-0144,0,M,1,12.4500,16,28,1,0,Production,2008-10-05,NULL,Current,0xFFD8FFE00010x96BE2392345
218,147,300946911,NULL,11,Shelley,Dyck,N,0,Production Technician - WC20,2008-10-05,1986-07-08,adventure-works\shelley0,shelley0@adventure-works.com,991-555-0184,S,Shelley Dyck,991-555-0184,0,F,1,14.0000,14,27,1,0,Production,2008-10-05,NULL,Current,0xFFD8FFE00010x47183C6E232
219,214,440379437,NULL,11,Gabe,Mares,B,0,Production Technician - WC40,2008-10-06,1987-12-09,adventure-works\gabe0,gabe0@adventure-works.com,310-555-0117,M,Gabe Mares,310-555-0117,0,M,1,15.0000,57,48,1,0,Production,2008-10-06,NULL,Current,0xFFD8FFE00010x3AE4D7135B9
220,142,480951955,NULL,11,Mike,Seamans,K,0,Accountant,2008-10-06,1979-01-29,adventure-works\mike0,mike0@adventure-works.com,927-555-0150,S,Mike Seamans,927-555-0150,1,M,2,26.4423,59,49,1,0,Finance,2008-10-06,NULL,Current,0xFFD8FFE00010xDA03C713487
221,162,879342154,NULL,11,Michael,Raheem,NULL,0,Research and Development Manager,2008-12-01,1984-06-30,adventure-works\michael6,michael6@adventure-works.com,330-555-2568,M,Michael Raheem,330-555-2568,1,M,2,42.4808,16,64,1,0,Research and Development,2008-12-01,NULL,Current,0xFFD8FFE00010x8C0F7A88772
222,152,141165819,NULL,11,Gary,Altman,E.,0,Facilities Manager,2009-07-02,1970-09-18,adventure-works\gary1,gary1@adventure-works.com,110-555-0112,M,Gary Altman,110-555-0112,1,M,2,24.0385,86,63,1,0,Facilities and Maintenance,2009-07-02,NULL,Current,0xFFD8FFE00010x4D37C457081
223,20,537092325,NULL,11,Charles,Fitzgerald,B,0,Production Technician - WC60,2009-07-03,1971-04-02,adventure-works\charles0,charles0@adventure-works.com,931-555-0118,S,Charles Fitzgerald,931-555-0118,0,M,1,12.4500,27,33,1,0,Production,2009-07-03,NULL,Current,0xFFD8FFE00010x7279878FBA7
224,27,455563743,NULL,11,Ebru,Ersan,N,0,Production Technician - WC10,2009-07-06,1986-04-22,adventure-works\ebru0,ebru0@adventure-works.com,202-555-0187,S,Ebru Ersan,202-555-0187,0,M,1,13.4500,93,66,1,0,Production,2009-07-06,NULL,Current,0xFFD8FFE00010xAD314270CEC
225,111,701156975,NULL,11,Sylvester,Valdez,A,0,Production Technician - WC20,2009-07-11,1970-06-12,adventure-works\sylvester0,sylvester0@adventure-works.com,492-555-0174,M,Sylvester Valdez,492-555-0174,0,M,1,14.0000,4,22,1,0,Production,2009-07-11,NULL,Current,0xFFD8FFE00010x89FC152EBBF
226,53,1662732,NULL,11,Brian,Goldstein,Richard,0,Production Technician - WC40,2009-07-11,1970-07-23,adventure-works\brian2,brian2@adventure-works.com,730-555-0117,S,Brian Goldstein,730-555-0117,0,M,1,15.0000,63,51,1,0,Production,2009-07-11,NULL,Current,0xFFD8FFE00010xB582E20D37C
227,278,407505660,NULL,11,Linda,Meisner,P,0,Buyer,2009-07-17,1970-06-30,adventure-works\linda2,linda2@adventure-works.com,916-555-0165,M,Linda Meisner,916-555-0165,0,F,2,18.2692,56,48,1,0,Purchasing,2009-07-17,NULL,Current,0xFFD8FFE00010x9219E1B6711
228,66,294148271,NULL,11,Betsy,Stadick,A,0,Production Technician - WC10,2009-07-18,1942-07-17,adventure-works\betsy0,betsy0@adventure-works.com,405-555-0171,S,Betsy Stadick,405-555-0171,0,F,1,13.4500,99,69,1,0,Production,2009-07-18,NULL,Current,0xFFD8FFE00010x05BC416F2F4
229,222,552560652,NULL,11,Magnus,Hedlund,E,0,Facilities Administrative Assistant,2009-07-21,1971-03-27,adventure-works\magnus0,magnus0@adventure-works.com,583-555-0182,M,Magnus Hedlund,583-555-0182,0,M,2,9.7500,87,63,1,0,Facilities and Maintenance,2009-07-21,NULL,Current,0xFFD8FFE00010xCB67731E9FA
230,20,834186596,NULL,11,Karan,Khanna,R,0,Production Technician - WC60,2009-07-22,1969-10-05,adventure-works\karan0,karan0@adventure-works.com,447-555-0186,S,Karan Khanna,447-555-0186,0,M,1,12.4500,28,34,1,0,Production,2009-07-22,NULL,Current,0xFFD8FFE00010x4515D87CC85
231,27,717889520,NULL,11,Mary,Baker,R,0,Production Technician - WC10,2009-07-25,1986-04-19,adventure-works\mary1,mary1@adventure-works.com,283-555-0185,M,Mary Baker,283-555-0185,0,F,1,13.4500,94,67,1,0,Production,2009-07-25,NULL,Current,0xFFD8FFE00010x169EDADAC4C
232,27,801365500,NULL,11,Kevin,Homer,M,0,Production Technician - WC10,2009-07-25,1986-04-19,adventure-works\kevin2,kevin2@adventure-works.com,555-555-0113,S,Kevin Homer,555-555-0113,0,M,1,13.4500,90,65,1,0,Production,2009-07-25,NULL,Current,0xFFD8FFE00010x77DA27559ED
233,53,413787783,NULL,11,Mihail,Frintu,U,0,Production Technician - WC40,2009-07-29,1970-10-07,adventure-works\mihail0,mihail0@adventure-works.com,733-555-0128,S,Mihail Frintu,733-555-0128,0,M,1,15.0000,64,52,1,0,Production,2009-07-29,NULL,Current,0x89504E470D00x7479376DF3F
234,189,109272464,NULL,11,Bonnie,Kearney,N,0,Production Technician - WC10,2009-08-01,1986-04-10,adventure-works\bonnie0,bonnie0@adventure-works.com,264-555-0150,M,Bonnie Kearney,264-555-0150,0,F,1,13.4500,89,64,1,0,Production,2009-08-01,NULL,Current,0xFFD8FFE00010x091F3F55DE6
235,278,482810518,NULL,11,Fukiko,Ogisu,J,0,Buyer,2009-08-04,1970-06-24,adventure-works\fukiko0,fukiko0@adventure-works.com,520-555-0177,M,Fukiko Ogisu,520-555-0177,0,M,2,18.2692,57,48,1,0,Purchasing,2009-08-04,NULL,Current,0xFFD8FFE00010xDD7DA04E8B9
236,111,113393530,NULL,11,Hung-Fu,Ting,T,0,Production Technician - WC20,2009-08-06,1971-05-23,adventure-works\hung-fu0,hung-fu0@adventure-works.com,497-555-0181,S,Hung-Fu Ting,497-555-0181,0,M,1,14.0000,0,20,1,0,Production,2009-08-06,NULL,Current,0xFFD8FFE00010x43203631393
237,278,466142721,NULL,11,Gordon,Hee,L,0,Buyer,2009-08-11,1942-06-29,adventure-works\gordon0,gordon0@adventure-works.com,230-555-0144,M,Gordon Hee,230-555-0144,0,M,2,18.2692,52,46,1,0,Purchasing,2009-08-11,NULL,Current,0xFFD8FFE00010x6E1A22BCAB3
238,66,390124815,NULL,11,Kimberly,Zimmerman,B,0,Production Technician - WC10,2009-08-12,1986-04-13,adventure-works\kimberly0,kimberly0@adventure-works.com,123-555-0167,S,Kimberly Zimmerman,123-555-0167,0,F,1,13.4500,95,67,1,0,Production,2009-08-12,NULL,Current,0xFFD8FFE00010xC43F9841C2B
239,18,6298838,NULL,11,Kim,Abercrombie,B,0,Production Technician - WC60,2009-08-16,1942-07-14,adventure-works\kim1,kim1@adventure-works.com,208-555-0114,M,Kim Abercrombie,208-555-0114,0,F,1,12.4500,24,32,1,0,Production,2009-08-16,NULL,Current,0xFFD8FFE00010x03E1A6A697C
240,53,943170460,NULL,11,Sandeep,Kaliyath,P,0,Production Technician - WC40,2009-08-17,1970-07-03,adventure-works\sandeep0,sandeep0@adventure-works.com,166-555-0156,S,Sandeep Kaliyath,166-555-0156,0,M,1,15.0000,65,52,1,0,Production,2009-08-17,NULL,Current,0xFFD8FFE00010x22B8BD808B6
241,111,339233463,NULL,11,Prasanna,Samarawickrama,E,0,Production Technician - WC20,2009-08-22,1952-11-28,adventure-works\prasanna0,prasanna0@adventure-works.com,129-555-0199,M,Prasanna Samarawickrama,129-555-0199,0,M,1,14.0000,5,22,1,0,Production,2009-08-22,NULL,Current,0xFFD8FFE00010xADE020456C4
242,278,367453993,NULL,11,Frank,Pellow,S,0,Buyer,2009-08-23,1951-12-11,adventure-works\frank2,frank2@adventure-works.com,163-555-0147,M,Frank Pellow,163-555-0147,0,M,2,18.2692,58,49,1,0,Purchasing,2009-08-23,NULL,Current,0xFFD8FFE00010x9232800293D
243,111,872923042,NULL,11,Min,Su,G,0,Production Technician - WC20,2009-08-24,1974-04-10,adventure-works\min0,min0@adventure-works.com,590-555-0152,M,Min Su,590-555-0152,0,M,1,14.0000,1,20,1,0,Production,2009-08-24,NULL,Current,0xFFD8FFE00010xC4FF00C458E
244,53,697712387,NULL,11,Eric,Brown,L,0,Production Technician - WC40,2009-08-24,1942-07-08,adventure-works\eric1,eric1@adventure-works.com,680-555-0118,M,Eric Brown,680-555-0118,0,M,1,15.0000,60,50,1,0,Production,2009-08-24,NULL,Current,0xFFD8FFE00010x1501A70F2A5
245,278,381073001,NULL,11,Eric,Kurjan,S,0,Buyer,2009-08-27,1972-04-17,adventure-works\eric2,eric2@adventure-works.com,265-555-0195,S,Eric Kurjan,265-555-0195,0,M,2,18.2692,54,47,1,0,Purchasing,2009-08-27,NULL,Current,0xFFD8FFE00010x1D70C0658E0
246,51,646304055,NULL,11,Pat,Coleman,H,0,Janitor,2009-08-27,1970-07-03,adventure-works\pat0,pat0@adventure-works.com,720-555-0158,S,Pat Coleman,720-555-0158,0,M,1,9.2500,89,64,1,0,Facilities and Maintenance,2009-08-27,NULL,Current,0xFFD8FFE00010xB5A58A6831E
247,20,414476027,NULL,11,Maciej,Dusza,W,0,Production Technician - WC60,2009-08-29,1954-08-30,adventure-works\maciej0,maciej0@adventure-works.com,237-555-0128,S,Maciej Dusza,237-555-0128,0,M,1,12.4500,30,35,1,0,Production,2009-08-29,NULL,Current,0xFFD8FFE00010xAC36920E64D
248,278,785853949,NULL,11,Erin,Hagens,M,0,Buyer,2009-08-31,1970-08-04,adventure-works\erin0,erin0@adventure-works.com,842-555-0158,S,Erin Hagens,842-555-0158,0,F,2,18.2692,53,46,1,0,Purchasing,2009-08-31,NULL,Current,0xFFD8FFE00010x3C097917916
249,66,90888098,NULL,11,Patrick,Wedge,C,0,Production Technician - WC10,2009-09-01,1986-04-10,adventure-works\patrick0,patrick0@adventure-works.com,413-555-0124,S,Patrick Wedge,413-555-0124,0,M,1,13.4500,96,68,1,0,Production,2009-09-01,NULL,Current,0xFFD8FFE00010x0A1FFF00073
250,53,947029962,NULL,11,Frank,Martinez,R,0,Production Technician - WC40,2009-09-05,1951-10-01,adventure-works\frank3,frank3@adventure-works.com,203-555-0196,M,Frank Martinez,203-555-0196,0,M,1,15.0000,66,53,1,0,Production,2009-09-05,NULL,Current,0xFFD8FFE00010xF10E9D0F896
251,18,461786517,NULL,11,Ed,Dudenhoefer,R,0,Production Technician - WC60,2009-09-05,1971-04-11,adventure-works\ed0,ed0@adventure-works.com,919-555-0140,S,Ed Dudenhoefer,919-555-0140,0,M,1,12.4500,25,32,1,0,Production,2009-09-05,NULL,Current,0xFFD8FFE00010x2B3D5BC4171
252,27,393421437,NULL,11,Christopher,Hill,E,0,Production Technician - WC10,2009-09-08,1986-05-01,adventure-works\christopher0,christopher0@adventure-works.com,153-555-0166,M,Christopher Hill,153-555-0166,0,M,1,13.4500,91,65,1,0,Production,2009-09-08,NULL,Current,0xFFD8FFE00010xD1E312E3DE3
253,53,988315686,NULL,11,Patrick,Cook,M,0,Production Technician - WC40,2009-09-12,1973-07-23,adventure-works\patrick1,patrick1@adventure-works.com,425-555-0117,M,Patrick Cook,425-555-0117,0,M,1,15.0000,61,50,1,0,Production,2009-09-12,NULL,Current,0xFFD8FFE00010xD4CEE6F0D4E
254,111,56772045,NULL,11,Krishna,Sunkammurali,NULL,0,Production Technician - WC20,2009-09-13,1971-04-05,adventure-works\krishna0,krishna0@adventure-works.com,491-555-0183,S,Krishna Sunkammurali,491-555-0183,0,M,1,14.0000,2,21,1,0,Production,2009-09-13,NULL,Current,0xFFD8FFE00010xD64A8599D7F
255,51,879334904,NULL,11,Lori,Penor,K,0,Janitor,2009-09-16,1970-02-28,adventure-works\lori1,lori1@adventure-works.com,295-555-0161,M,Lori Penor,295-555-0161,0,F,1,9.2500,90,65,1,0,Facilities and Maintenance,2009-09-16,NULL,Current,0xFFD8FFE00010x06225E3B62B
256,66,82638150,NULL,11,Danielle,Tiedt,C,0,Production Technician - WC10,2009-09-20,1986-04-07,adventure-works\danielle0,danielle0@adventure-works.com,500-555-0172,S,Danielle Tiedt,500-555-0172,0,F,1,13.4500,97,68,1,0,Production,2009-09-20,NULL,Current,0xFFD8FFE00010x87A5010112C
257,43,343861179,NULL,11,Sootha,Charncherngkha,T,0,Quality Assurance Technician,2009-09-23,1942-07-05,adventure-works\sootha0,sootha0@adventure-works.com,325-555-0137,M,Sootha Charncherngkha,325-555-0137,0,M,2,10.5769,85,62,1,0,Quality Assurance,2009-09-23,NULL,Current,0xFFD8FFE00010x9A6F882D6E1
258,20,582347317,NULL,11,Michael,Zwilling,J,0,Production Technician - WC60,2009-09-23,1973-04-05,adventure-works\michael7,michael7@adventure-works.com,582-555-0148,S,Michael Zwilling,582-555-0148,0,M,1,12.4500,26,33,1,0,Production,2009-09-23,NULL,Current,0xFFD8FFE00010x657D71A8C6A
259,20,8066363,NULL,11,Randy,Reeves,T,0,Production Technician - WC60,2009-09-23,1969-11-26,adventure-works\randy0,randy0@adventure-works.com,961-555-0122,M,Randy Reeves,961-555-0122,0,M,1,12.4500,29,34,1,0,Production,2009-09-23,NULL,Current,0xFFD8FFE00010xAF828B69D8F
260,27,561196580,NULL,11,John,Kane,T,0,Production Technician - WC10,2009-09-27,1986-04-28,adventure-works\john4,john4@adventure-works.com,254-555-0114,S,John Kane,254-555-0114,0,M,1,13.4500,92,66,1,0,Production,2009-09-27,NULL,Current,0xFFD8FFE00010x82D37595D5F
261,53,58791499,NULL,11,Jack,Creasey,T,0,Production Technician - WC40,2009-10-01,1973-03-29,adventure-works\jack1,jack1@adventure-works.com,521-555-0113,S,Jack Creasey,521-555-0113,0,M,1,15.0000,62,51,1,0,Production,2009-10-01,NULL,Current,0xFFD8FFE00010xAB62E2DBA8E
